Facility,Department,Room,Bed,Bed Class,Bed Type,Virtual bed
ALEX,LW5W,L00502,L005006,B2,Subsidised,
ALEX,LW5W,L00502,L005007,B2,Subsidised,
ALEX,LW5W,L00502,L005008,B2,Subsidised,
ALEX,LW5W,L00502,L005009,B2,Subsidised,
ALEX,LW5W,L00502,L005010,B2,Subsidised,
ALEX,LW5W,L00503,L005011,B2,Subsidised,
ALEX,LW5W,L00503,L005012,B2,Subsidised,
ALEX,LW5W,L00503,L005013,B2,Subsidised,
ALEX,LW5W,L00503,L005014,B2,Subsidised,
ALEX,LW5W,L00503,L005015,B2,Subsidised,
ALEX,LW5W,L00504,L005016,B2,Subsidised,
ALEX,LW5W,L00505,L005017,B2,Subsidised,
ALEX,LW5W,L00506,L005018,B2,Subsidised,
ALEX,LW5W,L00507,L005019,B2,Subsidised,
ALEX,LW5W,L00508,L005020,B2,Subsidised,
ALEX,LW7W,L00701,L007001,A,Private,
ALEX,LW7W,L00702,L007002,A,Private,
ALEX,LW7W,L00703,L007003,A,Private,
ALEX,LW7W,L00704,L007004,A,Private,
ALEX,LW7W,L00705,L007005,A,Private,
ALEX,LW7W,L00706,L007006,A,Private,
ALEX,LW7W,L00707,L007007,B1,Private,
ALEX,LW7W,L00707,L007008,B1,Private,
ALEX,LW7W,L00707,L007009,B1,Private,
ALEX,LW7W,L00707,L007010,B1,Private,
ALEX,LW7W,L00708,L007011,B1,Private,
ALEX,LW7W,L00708,L007012,B1,Private,
ALEX,LW7W,L00708,L007013,B1,Private,
ALEX,LW7W,L00708,L007014,B1,Private,
ALEX,LW7W,L00709,L007015,B1,Private,
ALEX,LW7W,L00709,L007016,B1,Private,
ALEX,LW7W,L00709,L007017,B1,Private,
ALEX,LW7W,L00709,L007018,B1,Private,
ALEX,LW7W,L00710,L007019,B1,Private,
ALEX,LW7W,L00710,L007020,B1,Private,
ALEX,LW7W,L00710,L007021,B1,Private,
ALEX,LW7W,L00710,L007022,B1,Private,
ALEX,LW7W,L00711,L007023,B1,Private,
ALEX,LW7W,L00711,L007024,B1,Private,
ALEX,LW7W,L00711,L007025,B1,Private,
ALEX,LW7W,L00711,L007026,B1,Private,
ALEX,LW7W,L00712,L007027,B1,Private,
ALEX,LW7W,L00712,L007028,B1,Private,
ALEX,LW7W,L00712,L007029,B1,Private,
ALEX,LW7W,L00712,L007030,B1,Private,
ALEX,LW7W,L00713,L007031,B1,Private,
ALEX,LW7W,L00713,L007032,B1,Private,
ALEX,LW7W,L00713,L007033,B1,Private,
ALEX,LW7W,L00713,L007034,B1,Private,
ALEX,LW8ISO,L00801,L008001,Classless,Isolation,
ALEX,LW8ISO,L00802,L008002,Classless,Isolation,
ALEX,LW8ISO,L00803,L008003,Classless,Isolation,
ALEX,LW8ISO,L00804,L008004,Classless,Isolation,
ALEX,LW8ISO,L00805,L008005,Classless,Isolation,
ALEX,LW8ISO,L00806,L008006,Classless,Isolation,
ALEX,LW8ISO,L00807,L008007,Classless,Isolation,
ALEX,LW8ISO,L00808,L008008,Classless,Isolation,
ALEX,LW8ISO,L00809,L008009,Classless,Isolation,
ALEX,LW8ISO,L00810,L008010,Classless,Isolation,
ALEX,LW8ISO,L00811,L008011,Classless,Isolation,
ALEX,LW8ISO,L00812,L008012,Classless,Isolation,
ALEX,LW8ISO,L00813,L008013,Classless,Isolation,
ALEX,LW8ISO,L00814,L008014,Classless,Isolation,
ALEX,LW8ISO,L00815,L008015,Classless,Isolation,
ALEX,LW9W,L00903,L009003,Classless,Isolation,
ALEX,LW9W,L00904,L009004,Classless,Isolation,
ALEX,LW9W,L00905,L009005,Classless,Isolation,
ALEX,LW9W,L00906,L009006,Classless,Isolation,
ALEX,LW9W,L00907,L009007,Classless,Isolation,
ALEX,LW9W,L00908,L009008,Classless,Isolation,
ALEX,LW9W,L00909,L009009,Classless,Isolation,
ALEX,LW9W,L00910,L009010,Classless,Isolation,
ALEX,LW9W,L00911,L009011,Classless,Isolation,
ALEX,LW9W,L00912,L009012,Classless,Isolation,
ALEX,LW12W,L01201,L012001,B2,Subsidised,
ALEX,LW12W,L01201,L012002,B2,Subsidised,
ALEX,LW12W,L01201,L012003,B2,Subsidised,
ALEX,LW12W,L01201,L012004,B2,Subsidised,
ALEX,LW12W,L01201,L012005,B2,Subsidised,
ALEX,LW12W,L01202,L012006,B2,Subsidised,
ALEX,LW12W,L01202,L012007,B2,Subsidised,
ALEX,LW12W,L01202,L012008,B2,Subsidised,
ALEX,LW12W,L01202,L012009,B2,Subsidised,
ALEX,LW12W,L01202,L012010,B2,Subsidised,
ALEX,LW12W,L01203,L012011,B2,Subsidised,
ALEX,LW12W,L01203,L012012,B2,Subsidised,
ALEX,LW12W,L01203,L012013,B2,Subsidised,
ALEX,LW12W,L01203,L012014,B2,Subsidised,
ALEX,LW12W,L01203,L012015,B2,Subsidised,
ALEX,LW12W,L01204,L012016,B2,Subsidised,
ALEX,LW12W,L01204,L012017,B2,Subsidised,
ALEX,LW12W,L01204,L012018,B2,Subsidised,
ALEX,LW12W,L01204,L012019,B2,Subsidised,
ALEX,LW12W,L01204,L012020,B2,Subsidised,
ALEX,LW12W,L01205,L012021,B2,Subsidised,
ALEX,LW12W,L01205,L012022,B2,Subsidised,
ALEX,LW12W,L01205,L012023,B2,Subsidised,
ALEX,LW12W,L01205,L012024,B2,Subsidised,
ALEX,LW12W,L01205,L012025,B2,Subsidised,
ALEX,LW12W,L01206,L012026,B2,Subsidised,
ALEX,LW12W,L01206,L012027,B2,Subsidised,
ALEX,LW12W,L01206,L012028,B2,Subsidised,
ALEX,LW12W,L01206,L012029,B2,Subsidised,
ALEX,LW12W,L01206,L012030,B2,Subsidised,
ALEX,LW12W,L01207,L012031,B2,Subsidised,
ALEX,LW12W,L01207,L012032,B2,Subsidised,
ALEX,LW12W,L01207,L012033,B2,Subsidised,
ALEX,LW12W,L01207,L012034,B2,Subsidised,
ALEX,LW12W,L01207,L012035,B2,Subsidised,
ALEX,LW12W,L01208,L012036,B2,Subsidised,
ALEX,LW12W,L01209,L012037,B2,Subsidised,
ALEX,LW12W,L01210,L012038,B2,Subsidised,
ALEX,LW12W,L01211,L012039,B2,Subsidised,
ALEX,LW13W,L01301,L013001,C,Subsidised,
ALEX,LW13W,L01301,L013002,C,Subsidised,
ALEX,LW13W,L01301,L013003,C,Subsidised,
ALEX,LW13W,L01301,L013004,C,Subsidised,
ALEX,LW13W,L01301,L013005,C,Subsidised,
ALEX,LW13W,L01302,L013006,C,Subsidised,
ALEX,LW13W,L01302,L013007,C,Subsidised,
ALEX,LW13W,L01302,L013008,C,Subsidised,
ALEX,LW13W,L01302,L013009,C,Subsidised,
ALEX,LW13W,L01302,L013010,C,Subsidised,
ALEX,LW13W,L01303,L013011,C,Subsidised,
ALEX,LW13W,L01303,L013012,C,Subsidised,
ALEX,LW13W,L01303,L013013,C,Subsidised,
ALEX,LW13W,L01303,L013014,C,Subsidised,
ALEX,LW13W,L01303,L013015,C,Subsidised,
ALEX,LW13W,L01304,L013016,C,Subsidised,
ALEX,LW13W,L01304,L013017,C,Subsidised,
ALEX,LW13W,L01304,L013018,C,Subsidised,
ALEX,LW13W,L01304,L013019,C,Subsidised,
ALEX,LW13W,L01304,L013020,C,Subsidised,
ALEX,LW13W,L01305,L013021,C,Subsidised,
ALEX,LW13W,L01305,L013022,C,Subsidised,
ALEX,LW13W,L01305,L013023,C,Subsidised,
ALEX,LW13W,L01305,L013024,C,Subsidised,
ALEX,LW13W,L01305,L013025,C,Subsidised,
ALEX,LW13W,L01306,L013026,C,Subsidised,
ALEX,LW13W,L01306,L013027,C,Subsidised,
ALEX,LW13W,L01306,L013028,C,Subsidised,
ALEX,LW13W,L01306,L013029,C,Subsidised,
ALEX,LW13W,L01306,L013030,C,Subsidised,
ALEX,LW13W,L01307,L013031,C,Subsidised,
ALEX,LW13W,L01308,L013032,C,Subsidised,
ALEX,LW13W,L01309,L013033,C,Subsidised,
ALEX,LW10W,L01001,L010001,B2,Subsidised,
ALEX,LW10W,L01002,L010002,B2,Subsidised,
ALEX,LW10W,L01003,L010003,B2,Subsidised,
ALEX,LW10W,L01004,L010004,B2,Subsidised,
ALEX,LW10W,L01005,L010005,B2,Subsidised,
ALEX,LW10W,L01006,L010006,B2,Subsidised,
ALEX,LW10W,L01007,L010007,B2,Subsidised,
ALEX,LW10W,L01008,L010008,B2,Subsidised,
ALEX,LW10W,L01009,L010009,B2,Subsidised,
ALEX,LW10W,L01010,L010010,B2,Subsidised,
ALEX,LW10W,L01011,L010011,B2,Subsidised,
ALEX,LW10W,L01012,L010012,B2,Subsidised,
ALEX,LW10W,L01013,L010013,B2,Subsidised,
ALEX,LW10W,L01014,L010014,B2,Subsidised,
ALEX,LW10W,L01015,L010015,B2,Subsidised,
ALEX,LW10W,L01016,L010016,B2,Subsidised,
ALEX,LW10W,L01017,L010017,B2,Subsidised,
ALEX,LW10W,L01018,L010018,B2,Subsidised,
ALEX,LW10W,L01019,L010019,B2,Subsidised,
ALEX,LW11W,L01101,L011001,C,Subsidised,
ALEX,LW11W,L01101,L011002,C,Subsidised,
ALEX,LW11W,L01101,L011003,C,Subsidised,
ALEX,LW11W,L01101,L011004,C,Subsidised,
ALEX,LW11W,L01101,L011005,C,Subsidised,
ALEX,LW11W,L01102,L011006,C,Subsidised,
ALEX,LW11W,L01102,L011007,C,Subsidised,
ALEX,LW11W,L01102,L011008,C,Subsidised,
ALEX,LW11W,L01102,L011009,C,Subsidised,
ALEX,LW11W,L01103,L011010,C,Subsidised,
ALEX,LW11W,L01103,L011011,C,Subsidised,
ALEX,LW11W,L01103,L011012,C,Subsidised,
ALEX,LW11W,L01103,L011013,C,Subsidised,
ALEX,LW11W,L01103,L011014,C,Subsidised,
ALEX,LW11W,L01104,L011015,C,Subsidised,
ALEX,LW11W,L01104,L011016,C,Subsidised,
ALEX,LW11W,L01104,L011017,C,Subsidised,
ALEX,LW11W,L01105,L011018,C,Subsidised,
ALEX,LW11W,L01106,L011019,C,Subsidised,
ALEX,LW11W,L01107,L011020,C,Subsidised,
ALEX,LWICU1,LICU102,LICU1002,Classless,ICU/HD,
ALEX,LWICU1,LICU103,LICU1003,Classless,ICU/HD,
ALEX,LWICU1,LICU104,LICU1004,Classless,ICU/HD,
ALEX,LWICU1,LICU105,LICU1005,Classless,ICU/HD,
ALEX,LWICU1,LICU106,LICU1006,Classless,ICU/HD,
N1SG,NW41,N04107,N041027,,,
N1SG,NW41,N04107,N041028,,,
N1SG,NW41,N04107,N041029,,,
N1SG,NW41,N04107,N041030,,,
N1SG,NW41,N04107,N041031,,,
N1SG,NW41,N04107,N041032,,,
N1SG,NW41,N04108,N041033,,,
N1SG,NW41,N04108,N041034,,,
N1SG,NW41,N04108,N041035,,,
N1SG,NW41,N04108,N041036,,,
N1SG,NW41,N04108,N041037,,,
N1SG,NW41,N04108,N041038,,,
