Facility,Department,Room,Bed,Bed Class,Bed Type,Virtual bed
NTFH,JW12S,JW12SR01,JW12S01A,C,Subsidised,
NTFH,JW12S,JW12SR01,JW12S06A,C,Subsidised,
NTFH,JW12S,JW12SR01,JW12S07A,C,Subsidised,
NTFH,JW12S,JW12SR01,JW12S12A,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12SB13,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12SB14,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12SB15,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12SB16,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12SB17,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12SB18,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12SB19,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12SB20,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12SB21,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12SB22,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12SB23,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12SB24,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12S13A,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12S18A,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12S19A,C,Subsidised,
NTFH,JW12S,JW12SR02,JW12S24A,C,Subsidised,
NTFH,JW12S,JW12SR03,JW12SB25,Classless,Isolation,
NTFH,JW12S,JW12SR04,JW12SB26,Classless,Isolation,
NTFH,JW12S,JW12SR05,JW12SB27,B2,Subsidised,
NTFH,JW12S,JW12SR05,JW12SB28,B2,Subsidised,
NTFH,JW12S,JW12SR05,JW12SB29,B2,Subsidised,
NTFH,JW12S,JW12SR05,JW12SB30,B2,Subsidised,
NTFH,JW12S,JW12SR05,JW12SB31,B2,Subsidised,
NTFH,JW12S,JW12SR05,JW12SB32,B2,Subsidised,
NTFH,JW12S,JW12SR05,JW12S27A,C,Subsidised,
NTFH,JW12S,JW12SR05,JW12S32A,C,Subsidised,
NTFH,JW12S,JW12SR06,JW12SB33,B2,Subsidised,
NTFH,JW12S,JW12SR06,JW12SB34,B2,Subsidised,
NTFH,JW12S,JW12SR06,JW12SB35,B2,Subsidised,
NTFH,JW12S,JW12SR06,JW12SB36,B2,Subsidised,
NTFH,JW12S,JW12SR06,JW12SB37,B2,Subsidised,
NTFH,JW12S,JW12SR06,JW12SB38,B2,Subsidised,
NTFH,JW12S,JW12SR06,JW12S33A,C,Subsidised,
NTFH,JW12S,JW12SR06,JW12S38A,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13SB01,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13SB02,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13SB03,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13SB04,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13SB05,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13SB06,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13SB07,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13SB08,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13SB09,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13SB10,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13SB11,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13SB12,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13S01A,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13S06A,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13S07A,C,Subsidised,
NTFH,JW13S,JW13SR01,JW13S12A,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13SB13,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13SB14,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13SB15,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13SB16,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13SB17,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13SB18,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13SB19,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13SB20,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13SB21,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13SB22,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13SB23,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13SB24,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13S13A,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13S18A,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13S19A,C,Subsidised,
NTFH,JW13S,JW13SR02,JW13S24A,C,Subsidised,
NTFH,JW13S,JW13SR03,JW13SB25,Classless,Isolation,
NTFH,JW13S,JW13SR04,JW13SB26,Classless,Isolation,
NTFH,JW13S,JW13SR05,JW13SB27,B2,Subsidised,
NTFH,JW13S,JW13SR05,JW13SB28,B2,Subsidised,
NTFH,JW13S,JW13SR05,JW13SB29,B2,Subsidised,
NTFH,JW13S,JW13SR05,JW13SB30,B2,Subsidised,
NTFH,JW13S,JW13SR05,JW13SB31,B2,Subsidised,
NTFH,JW13S,JW13SR05,JW13SB32,B2,Subsidised,
NTFH,JW13S,JW13SR05,JW13S27A,C,Subsidised,
NTFH,JW13S,JW13SR05,JW13S32A,C,Subsidised,
NTFH,JW13S,JW13SR06,JW13SB33,B2,Subsidised,
NTFH,JW13S,JW13SR06,JW13SB34,B2,Subsidised,
NTFH,JW13S,JW13SR06,JW13SB35,B2,Subsidised,
NTFH,JW13S,JW13SR06,JW13SB36,B2,Subsidised,
NTFH,JW13S,JW13SR06,JW13SB37,B2,Subsidised,
NTFH,JW13S,JW13SR06,JW13SB38,B2,Subsidised,
NTFH,JW13S,JW13SR06,JW13S33A,C,Subsidised,
NTFH,JW13S,JW13SR06,JW13S38A,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14SB01,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14SB02,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14SB03,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14SB04,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14SB05,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14SB06,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14SB07,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14SB08,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14SB09,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14SB10,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14SB11,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14SB12,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14S01A,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14S06A,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14S07A,C,Subsidised,
NTFH,JW14S,JW14SR01,JW14S12A,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14SB13,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14SB14,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14SB15,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14SB16,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14SB17,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14SB18,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14SB19,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14SB20,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14SB21,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14SB22,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14SB23,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14SB24,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14S13A,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14S18A,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14S19A,C,Subsidised,
NTFH,JW14S,JW14SR02,JW14S24A,C,Subsidised,
NTFH,JW14S,JW14SR03,JW14SB25,Classless,Isolation,
NTFH,JW14S,JW14SR04,JW14SB26,Classless,Isolation,
NTFH,JW14S,JW14SR05,JW14SB27,B2,Subsidised,
NTFH,JW14S,JW14SR05,JW14SB28,B2,Subsidised,
NTFH,JW14S,JW14SR05,JW14SB29,B2,Subsidised,
NTFH,JW14S,JW14SR05,JW14SB30,B2,Subsidised,
NTFH,JW14S,JW14SR05,JW14SB31,B2,Subsidised,
NTFH,JW14S,JW14SR05,JW14SB32,B2,Subsidised,
NTFH,JW14S,JW14SR05,JW14S27A,C,Subsidised,
NTFH,JW14S,JW14SR05,JW14S32A,C,Subsidised,
NTFH,JW14S,JW14SR06,JW14SB33,B2,Subsidised,
NTFH,JW14S,JW14SR06,JW14SB34,B2,Subsidised,
NTFH,JW14S,JW14SR06,JW14SB35,B2,Subsidised,
NTFH,JW14S,JW14SR06,JW14SB36,B2,Subsidised,
NTFH,JW14S,JW14SR06,JW14SB37,B2,Subsidised,
NTFH,JW14S,JW14SR06,JW14SB38,B2,Subsidised,
NTFH,JW14S,JW14SR06,JW14S33A,C,Subsidised,
NTFH,JW14S,JW14SR06,JW14S38A,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15SB01,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15SB02,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15SB03,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15SB04,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15SB05,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15SB06,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15SB07,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15SB08,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15SB09,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15SB10,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15SB11,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15SB12,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15S01A,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15S06A,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15S07A,C,Subsidised,
NTFH,JW15S,JW15SR01,JW15S12A,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15SB13,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15SB14,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15SB15,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15SB16,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15SB17,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15SB18,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15SB19,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15SB20,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15SB21,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15SB22,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15SB23,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15SB24,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15S13A,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15S18A,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15S19A,C,Subsidised,
NTFH,JW15S,JW15SR02,JW15S24A,C,Subsidised,
NTFH,JW15S,JW15SR03,JW15SB25,Classless,Isolation,
NTFH,JW15S,JW15SR04,JW15SB26,Classless,Isolation,
NTFH,JW15S,JW15SR05,JW15SB27,B2,Subsidised,
NTFH,JW15S,JW15SR05,JW15SB28,B2,Subsidised,
NTFH,JW15S,JW15SR05,JW15SB29,B2,Subsidised,
NTFH,JW15S,JW15SR05,JW15SB30,B2,Subsidised,
NTFH,JW15S,JW15SR05,JW15SB31,B2,Subsidised,
NTFH,JW15S,JW15SR05,JW15SB32,B2,Subsidised,
NTFH,JW15S,JW15SR05,JW15S27A,C,Subsidised,
NTFH,JW15S,JW15SR05,JW15S32A,C,Subsidised,
NTFH,JW15S,JW15SR06,JW15SB33,B2,Subsidised,
NTFH,JW15S,JW15SR06,JW15SB34,B2,Subsidised,
NTFH,JW15S,JW15SR06,JW15SB35,B2,Subsidised,
NTFH,JW15S,JW15SR06,JW15SB36,B2,Subsidised,
NTFH,JW15S,JW15SR06,JW15SB37,B2,Subsidised,
NTFH,JW15S,JW15SR06,JW15SB38,B2,Subsidised,
NTFH,JW15S,JW15SR06,JW15S33A,C,Subsidised,
NTFH,JW15S,JW15SR06,JW15S38A,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16SB01,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16SB02,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16SB03,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16SB04,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16SB05,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16SB06,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16SB07,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16SB08,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16SB09,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16SB10,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16SB11,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16SB12,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16S01A,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16S06A,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16S07A,C,Subsidised,
NTFH,JW16S,JW16SR01,JW16S12A,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16SB13,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16SB14,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16SB15,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16SB16,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16SB17,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16SB18,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16SB19,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16SB20,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16SB21,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16SB22,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16SB23,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16SB24,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16S13A,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16S18A,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16S19A,C,Subsidised,
NTFH,JW16S,JW16SR02,JW16S24A,C,Subsidised,
NTFH,JW16S,JW16SR03,JW16SB25,Classless,Isolation,
NTFH,JW16S,JW16SR04,JW16SB26,Classless,Isolation,
NTFH,JW16S,JW16SR05,JW16SB27,B2,Subsidised,
NTFH,JW16S,JW16SR05,JW16SB28,B2,Subsidised,
NTFH,JW16S,JW16SR05,JW16SB29,B2,Subsidised,
NTFH,JW16S,JW16SR05,JW16SB30,B2,Subsidised,
NTFH,JW16S,JW16SR05,JW16SB31,B2,Subsidised,
NTFH,JW16S,JW16SR05,JW16SB32,B2,Subsidised,
NTFH,JW16S,JW16SR05,JW16S27A,C,Subsidised,
NTFH,JW16S,JW16SR05,JW16S32A,C,Subsidised,
NTFH,JW16S,JW16SR06,JW16SB33,B2,Subsidised,
NTFH,JW16S,JW16SR06,JW16SB34,B2,Subsidised,
NTFH,JW16S,JW16SR06,JW16SB35,B2,Subsidised,
NTFH,JW16S,JW16SR06,JW16SB36,B2,Subsidised,
NTFH,JW16S,JW16SR06,JW16SB37,B2,Subsidised,
NTFH,JW16S,JW16SR06,JW16SB38,B2,Subsidised,
NTFH,JW16S,JW16SR06,JW16S33A,C,Subsidised,
NTFH,JW16S,JW16SR06,JW16S38A,C,Subsidised,
NTFH,JWISO,JWISOR01,JWISOB01,Classless,Isolation,
NTFH,JWISO,JWISOR02,JWISOB02,Classless,Isolation,
NTFH,JWISO,JWISOR03,JWISOB03,Classless,Isolation,
NTFH,JWISO,JWISOR04,JWISOB04,Classless,Isolation,
NTFH,JWISO,JWISOR05,JWISOB05,Classless,Isolation,
NTFH,JWISO,JWISOR06,JWISOB06,Classless,Isolation,
NTFH,JWISO,JWISOR07,JWISOB07,Classless,Isolation,
NTFH,JWISO,JWISOR08,JWISOB08,Classless,Isolation,
NTFH,JWISO,JWISOR09,JWISOB09,Classless,Isolation,
NTFH,JWISO,JWISOR10,JWISOB10,Classless,Isolation,
NTFH,JWISO,JWISOR11,JWISOB11,Classless,Isolation,
NTFH,JWISO,JWISOR12,JWISOB12,Classless,Isolation,
NTFH,JWISO,JWISOR13,JWISOB13,Classless,Isolation,
NTFH,JWISO,JWISOR14,JWISOB14,Classless,Isolation,
NTFH,JWISO,JWISOR15,JWISOB15,Classless,Isolation,
NTFH,JWICUHD,JWICUR01,JWICUB01,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB02,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB03,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB04,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB05,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB06,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB07,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB08,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB09,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB10,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB11,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB12,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB13,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB14,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB15,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR01,JWICUB16,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB17,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB18,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB19,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB20,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB21,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB22,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB23,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB24,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB25,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB26,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB27,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB28,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB29,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB30,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR02,JWICUB31,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR03,JWICUB32,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR03,JWICUB33,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR03,JWICUB34,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR03,JWICUB35,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR03,JWICUB36,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR03,JWICUB37,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR03,JWICUB38,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR03,JWICUB40,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR03,JWICUB41,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR03,JWICUB42,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR03,JWICUB43,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR03,JWICUB45,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR03,JWICUB46,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR03,JWICUB39,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB47,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB48,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB49,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB50,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB51,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB52,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB53,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB54,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB55,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB56,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB57,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB58,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB59,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB60,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB61,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR04,JWICUB62,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR05,JWICUB63,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR05,JWICUB64,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR05,JWICUB65,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR05,JWICUB66,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR05,JWICUB67,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR05,JWICUB68,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR05,JWICUB69,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR05,JWICUB70,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR05,JWICUB71,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR05,JWICUB72,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR05,JWICUB73,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR05,JWICUB74,Classless,ICU/HD,
NTFH,JWICUHD,JWICUR05,JWICUB75,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU01A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU02A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU03A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU04A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU05A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU06A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU07A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU08A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU09A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU10A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU11A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU12A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU13A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU14A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU15A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 01 (B1-B16),JWICU16A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU17A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU18A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU19A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU20A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU21A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU22A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU23A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU24A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU25A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU26A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU27A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU28A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU29A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU30A,Classless,ICU/HD,
NTFH,JWICUHD,ICU Ward Pod 02 (B17-B31),JWICU31A,Classless,ICU/HD,
NTFH,JWICUHD,ICU PACU (B76-B80),JWICUB76,Classless,ICU/HD,
NTFH,JWICUHD,ICU PACU (B76-B80),JWICUB77,Classless,ICU/HD,
NTFH,JWICUHD,ICU PACU (B76-B80),JWICUB78,Classless,ICU/HD,
NTFH,JWICUHD,ICU PACU (B76-B80),JWICUB79,Classless,ICU/HD,
NTFH,JWICUHD,ICU PACU (B76-B80),JWICUB80,Classless,ICU/HD,
NTFH,JWT7S,JWT7SR01,JWT7SB01,B2,Subsidised,
NTFH,JWT7S,JWT7SR01,JWT7SB02,B2,Subsidised,
NTFH,JWT7S,JWT7SR01,JWT7SB03,B2,Subsidised,
NTFH,JWT7S,JWT7SR01,JWT7SB04,B2,Subsidised,
NTFH,JWT7S,JWT7SR01,JWT7SB05,B2,Subsidised,
NTFH,JWT7S,JWT7SR01,JWT7SB06,B2,Subsidised,
NTFH,JWT7S,JWT7SR02,JWT7SB07,B2,Subsidised,
NTFH,JWT7S,JWT7SR02,JWT7SB08,B2,Subsidised,
NTFH,JWT7S,JWT7SR02,JWT7SB09,B2,Subsidised,
NTFH,JWT7S,JWT7SR02,JWT7SB10,B2,Subsidised,
NTFH,JWT7S,JWT7SR02,JWT7SB11,B2,Subsidised,
NTFH,JWT7S,JWT7SR02,JWT7SB12,B2,Subsidised,
NTFH,JWT7S,JWT7SR03,JWT7SB13,Classless,Isolation,
NTFH,JWT7S,JWT7SR04,JWT7SB14,Classless,Isolation,
NTFH,JWT7S,JWT7SR05,JWT7SB15,C,Subsidised,
NTFH,JWT7S,JWT7SR05,JWT7SB16,C,Subsidised,
NTFH,JWT7S,JWT7SR05,JWT7SB17,C,Subsidised,
NTFH,JWT7S,JWT7SR05,JWT7SB18,C,Subsidised,
NTFH,JWT7S,JWT7SR05,JWT7SB19,C,Subsidised,
NTFH,JWT7S,JWT7SR05,JWT7SB20,C,Subsidised,
NTFH,JWT7S,JWT7SR05,JWT7SB21,C,Subsidised,
NTFH,JWT7S,JWT7SR05,JWT7SB22,C,Subsidised,
NTFH,JWT7S,JWT7SR06,JWT7SB23,C,Subsidised,
NTFH,JWT7S,JWT7SR06,JWT7SB24,C,Subsidised,
NTFH,JWT7S,JWT7SR06,JWT7SB25,C,Subsidised,
NTFH,JWT7S,JWT7SR06,JWT7SB26,C,Subsidised,
